tau_s,bess_power_mw,bess_energy_mwh,bess_energy_kwh,equivalent_duration_s,equivalent_c_rate,gt_max_ramp_mw_s
1.0,8.084343951707865,0.0021394807225404767,2.1394807225404766,0.95272178511388,3778.6477188297818,8.084343951707854
2.0,9.0056640688898,0.003979394779854265,3.9793947798542653,1.5907567834963017,2263.0738006897645,4.502832034444903
3.0,9.328753940175579,0.005810541156610762,5.810541156610762,2.242308919062886,1605.4879724175225,3.1095846467251977
5.0,9.880029827748405,0.009566464163111375,9.566464163111375,3.485745649317481,1032.7775925661385,1.9760059655496753
10.0,9.918852640549664,0.018361079531090126,18.361079531090127,6.66406576519736,540.2107552420566,0.9918852640549688
30.0,8.732675084433943,0.04250574333807414,42.50574333807414,17.522772178919993,205.44694431003464,0.2910891694811395
60.0,7.817530271230769,0.06523312245835533,65.23312245835533,30.0400807802829,119.83989078893873,0.13029217118718076
