strategy,tau_s,battery_peak_mw,battery_energy_swing_kwh,battery_charge_mwh,battery_discharge_mwh,battery_throughput_mwh,battery_loss_mwh,terminal_energy_error_kwh,battery_saturation_s,generator_max_ramp_mw_s,generator_ramp_violation_s,generator_reserve_violation_s,power_balance_error_mw,frequency_nadir_hz,frequency_zenith_hz,fleet_fuel_kg,mechanical_peak_mw,operating_cost,dynamic_screened,feasible,rejection_reason,scenario,hardware,max_additional_delay_s
reuse-226,20.0,4.340209645791106,34.51346620339679,0.036329964424628367,0.03278779289322737,0.06911775731785574,0.0035421715314012795,0.0,0.0,0.217010482289556,0.0,0.0,0.0,59.67808348794901,60.0,1727.6454692897942,28.227884368746423,433.29372246880564,True,True,,busy,6MW-1p5MWh,11.0
reuse-226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49917942176870866,0.0,0.0,0.0,59.48296625086395,60.167545473538034,1727.1762777466706,28.451132167966115,431.79406943666766,True,True,,busy,2MW-0p5MWh,11.0
reuse-226,2.0,0.9868167970361199,3.4513466205196295,0.00363299644265195,0.0032787792894939513,0.006911775732145901,0.0003542171531585949,0.0,0.0,0.49340839851805995,0.0,0.0,0.0,59.535898763436336,60.11307517611061,1727.2231970513221,28.2424853162654,431.94403477747346,True,True,,busy,2MW-0p5MWh,11.0
reuse-226,5.0,2.0,8.509275610146055,0.008957132221205828,0.008083811829639628,0.017040944050845455,0.0008733203915676402,0.0,6.0,0.49917942176870866,0.0,0.0,0.0,59.603947393756776,60.0504033736664,1727.2919663732437,28.22788436904787,432.1638104743278,True,True,,busy,2MW-0p5MWh,11.0
reuse-226,10.0,2.0,14.811855243839018,0.015591426572462026,0.014071262481647674,0.029662689054109702,0.001520164090815084,0.0,22.0,0.49917942176870866,0.0,0.0,0.0,59.61829525698519,60.02243228467399,1727.3777249143202,28.2278843690475,432.43768500966223,True,True,,busy,2MW-0p5MWh,11.0
reuse-226,20.0,2.0,26.984603587158123,0.028404845881218634,0.02563537340779989,0.054040219289018525,0.0027694724734188205,0.0,43.0,0.49917942176870866,0.0,0.0,0.0,59.616544075070735,60.025079148867185,1727.5433492217298,28.227884368746423,432.9666416912128,True,True,,busy,2MW-0p5MWh,11.0
reuse-226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49917942176870866,0.0,0.0,0.0,59.48296625086395,60.167545473538034,1727.1762777466706,28.451132167966115,431.79406943666766,True,True,,busy,4MW-1MWh,11.0
reuse-226,2.0,0.9868167970361199,3.451346620519491,0.003632996442650861,0.0032787792894939513,0.006911775732144812,0.00035421715315854047,0.0,0.0,0.49340839851805995,0.0,0.0,0.0,59.535898763436336,60.11307517611061,1727.2231970513224,28.2424853162654,431.94403477747346,True,True,,busy,4MW-1MWh,11.0
reuse-226,5.0,2.159979344346155,8.62836655129856,0.009082491106629917,0.008196948223734764,0.01727943933036468,0.0008855428828964834,0.0,0.0,0.43199586886923314,0.0,0.0,0.0,59.60263509178721,60.05055415164859,1727.2935760081566,28.227884369047906,432.1689827886464,True,True,,busy,4MW-1MWh,11.0
reuse-226,10.0,3.3209362532308333,17.25673310259779,0.01816498221325968,0.016393896447468425,0.034558878660728105,0.0017710857657929008,0.0,0.0,0.3320936253230826,0.0,0.0,0.0,59.667339290086936,60.00078479302069,1727.4108742685949,28.22788436904737,432.5438961403633,True,True,,busy,4MW-1MWh,11.0
reuse-226,20.0,4.0,34.332140563563875,0.03613909533006724,0.03261553353538552,0.06875462886545276,0.003523561794681547,0.0,3.0,0.4108290816326523,0.0,0.0,0.0,59.67808348794901,60.0,1727.643026850586,28.227884368746423,433.28584928995554,True,True,,busy,4MW-1MWh,11.0
