t_s,t_after_step_s,delta_rad,omega_pu,freq_hz,speed_rpm,Pm_mw,Pm_pu,Pe_mw,Pe_pu,Pe_demand_mw,valve_pu,P_fuel_pu,fsrn_pu,fsra_pu,fsrt_pu,fsr_pu,fuel_kg_s,cum_fuel_kg,active_branch
32.86,27.86,-58.13175263090576,0.9956014623384849,59.736087740309095,3584.1652644185456,13.908195855910698,0.6047041676482913,13.907630709108183,0.6046795960481819,14.0,0.624205982217001,0.6214606768155607,0.6242054342776289,0.6252059759201217,0.6274920413215419,0.6242054342776289,0.8820542497973594,28.392062223539995,0
32.88,27.880000000000003,-58.16491649320129,0.9956015499043604,59.736092994261625,3584.1655796556975,13.908195251430552,0.6047041413665458,13.90763254799157,0.6046796759996335,14.0,0.6242059093164708,0.6214606576491218,0.6242053637461806,0.6252038995164166,0.6274919675926431,0.6242053637461806,0.8820542225939666,28.40970330826391,0
32.9,27.9,-58.198079696693924,0.9956016370916525,59.73609822549915,3584.165893529949,13.908194649563898,0.6047041151984304,13.907634378924703,0.6046797556054219,14.0,0.6242058367311349,0.62146063856555,0.6242052935196829,0.6252059407674578,0.6274918941816948,0.6242052935196829,0.8820541955081891,28.42734439244493,0
32.92,27.92,-58.23124224423195,0.9956017239019977,59.73610343411986,3584.1662060471917,13.908194050299443,0.6047040891434541,13.907636201941953,0.6046798348670415,14.0,0.6242057644596304,0.621460619564487,0.6242052235968178,0.625205485602058,0.6274918210873268,0.6242052235968178,0.8820541685395182,28.44498547608541,0
32.94,27.939999999999998,-58.26440413865132,0.9956018103370261,59.736108620221565,3584.166517213294,13.908193453625934,0.6047040632011276,13.907638017077549,0.6046799137859804,14.0,0.6242056925006002,0.6214606006455761,0.6242051539762709,0.6252043624741335,0.6274917483081729,0.6242051539762709,0.882054141687448,28.462626559187676,0
32.96,27.96,-58.29756538277576,0.99560189639836,59.7361137839016,3584.166827034096,13.908192859532168,0.6047040373709638,13.90763982436556,0.60467999236372,14.0,0.6242056208526932,0.621460581808462,0.6242050846567362,0.6252052777634735,0.6274916758428726,0.6242050846567362,0.8820541149514739,28.480267641754068,0
32.980000000000004,27.980000000000004,-58.33072597941674,0.9956019820876152,59.73611892525691,3584.1671355154144,13.908192268006989,0.6047040116524778,13.90764162383992,0.6046800706017357,14.0,0.6242055495145643,0.6214605630527911,0.6242050156369131,0.6252044722858769,0.6274916036900743,0.6242050156369131,0.8820540883310941,28.497908723786896,0
33.0,28.0,-58.363885931373595,0.9956020674064003,59.73612404438402,3584.167442663041,13.908191679039293,0.6047039860451867,13.907643415534407,0.604680148501496,14.0,0.624205478484874,0.6214605443782113,0.6242049469155039,0.6252039642263842,0.6274915318484275,0.6242049469155039,0.882054061825809,28.51554980528846,0
33.02,28.020000000000003,-58.397045241433574,0.9956021523563172,59.73612914137903,3584.167748482742,13.908191092618024,0.6047039605486098,13.907645199482662,0.6046802260644636,14.0,0.6242054077622886,0.6214605257843719,0.6242048784912184,0.6252053806704074,0.6274914603165922,0.6242048784912184,0.8820540354351206,28.533190886261075,0
33.04,28.04,-58.43020391237185,0.9956022369389604,59.736134216337625,3584.1680529802575,13.908190508732172,0.6047039351622684,13.907646975718173,0.6046803032920944,14.0,0.6242053373454803,0.6214605072709238,0.6242048103627732,0.6252039195078869,0.6274913890932304,0.6242048103627732,0.8820540091585336,28.55083196670701,0
33.06,28.060000000000002,-58.463361946951636,0.9956023211559181,59.736139269355085,3584.168356161305,13.908189927370769,0.6047039098856857,13.90764874427428,0.6046803801858383,14.0,0.624205267233127,0.6214604888375196,0.6242047425288877,0.6252055539085831,0.6274913181770125,0.6242047425288877,0.8820539829955547,28.56847304662855,0
33.08,28.08,-58.49651934792414,0.995602405008771,59.736144300526256,3584.1686580315754,13.90818934852291,0.6047038847183874,13.907650505184192,0.6046804567471388,14.0,0.624205197423912,0.621460470483813,0.62420467498829,0.6252042930255208,0.6274912475666128,0.62420467498829,0.8820539569456928,28.586114126027958,0
33.1,28.1,-58.52967611802873,0.9956024884990935,59.73614930994561,3584.1689585967365,13.908188772177716,0.6047038596599007,13.907652258480963,0.6046805329774332,14.0,0.6242051279165249,0.6214604522094594,0.6242046077397095,0.6252037840224831,0.6274911772607129,0.6242046077397095,0.8820539310084583,28.603755204907504,0
33.12,28.119999999999997,-58.562832259992895,0.9956025716284528,59.73615429770717,3584.16925786243,13.908188198324371,0.6047038347097553,13.907654004197509,0.6046806088781526,14.0,0.6242050587096607,0.6214604340141159,0.6242045407818869,0.6252051141612474,0.6274911072579994,0.6242045407818869,0.8820539051833648,28.62139628326942,0
33.14,28.14,-58.59598777653236,0.9956026543984097,59.73615926390458,3584.169555834275,13.908187626952104,0.6047038098674828,13.907655742366606,0.604680684450722,14.0,0.6242049898020197,0.6214604158974407,0.6242044741135623,0.6252026254614491,0.6274910375571637,0.6242044741135623,0.8820538794699272,28.639037361115953,0
33.160000000000004,28.160000000000004,-58.62914267035109,0.9956027368105179,59.736164208631074,3584.1698525178645,13.908187058050187,0.6047037851326168,13.907657473020878,0.6046807596965599,14.0,0.6242049211923083,0.6214603978590937,0.6242044077334848,0.6252060244074219,0.6274909681569047,0.6242044077334848,0.8820538538676627,28.656678438449333,0
33.18,28.18,-58.66229694414134,0.9956028188663247,59.73616913197949,3584.170147918769,13.908186491607935,0.6047037605046929,13.907659196192819,0.6046808346170791,14.0,0.6242048528792383,0.6214603798987363,0.6242043416404076,0.625203714277355,0.6274908990559254,0.6242043416404076,0.8820538283760907,28.67431951527177,0
33.2,28.200000000000003,-58.695450600583776,0.9956029005673704,59.73617403404223,3584.1704420425335,13.908185927614715,0.6047037359832484,13.90766091191478,0.6046809092136861,14.0,0.6242047848615269,0.6214603620160313,0.6242042758330909,0.6252038915302847,0.6274908302529343,0.6242042758330909,0.8820538029947327,28.69196059158548,0
33.22,28.22,-58.72860364234742,0.9956029819151889,59.736178914911335,3584.17073489468,13.90818536605994,0.6047037115678234,13.907662620218968,0.6046809834877812,14.0,0.6242047171378972,0.6214603442106428,0.6242042103102982,0.6252047201520858,0.6274907617466464,0.6242042103102982,0.8820537777231118,28.709601667392654,0
33.24,28.240000000000002,-58.761756072089824,0.9956030629113073,59.73618377467844,3584.171026480706,13.908184806933061,0.6047036872579592,13.907664321137453,0.6046810574407588,14.0,0.6242046497070776,0.6214603264822367,0.6242041450707997,0.6252030887422788,0.6274906935357827,0.6242041450707997,0.882053752560754,28.727242742695495,0
33.26,28.259999999999998,-58.79490789245696,0.995603143557246,59.73618861343476,3584.171316806086,13.908184250223592,0.6047036630531997,13.907666014702166,0.6046811310740072,14.0,0.6242045825678021,0.6214603088304801,0.6242040801133717,0.6252042750949078,0.6274906256190688,0.6242040801133717,0.8820537275071866,28.74488381749617,0
33.28,28.28,-58.828059106083444,0.9956032238545193,59.736193431271154,3584.171605876269,13.908183695921068,0.6047036389530899,13.907667700944906,0.6046812043889089,14.0,0.6242045157188101,0.6214602912550415,0.6242040154367917,0.6252032214930817,0.6274905579952346,0.6242040154367917,0.8820537025619393,28.762524891796865,0
33.3,28.299999999999997,-58.86120971559244,0.9956033038046345,59.73619822827807,3584.171893696684,13.90818314401509,0.6047036149571778,13.907669379897325,0.6046812773868402,14.0,0.6242044491588463,0.621460273755591,0.6242039510398466,0.6252033930514103,0.6274904906630175,0.6242039510398466,0.8820536777245437,28.780165965599725,0
33.32,28.32,-58.89435972359582,0.9956033834090924,59.736203004545544,3584.1721802727325,13.9081825944953,0.604703591065013,13.90767105159094,0.6046813500691713,14.0,0.624204382886661,0.6214602563318,0.6242038869213283,0.6252047613188052,0.6274904236211595,0.6242038869213283,0.8820536529945334,28.797807038906917,0
33.34,28.340000000000003,-58.92750913269413,0.9956034626693875,59.736207760163246,3584.172465609795,13.908182047351366,0.6047035672761464,13.907672716057137,0.6046814224372669,14.0,0.6242043169010103,0.6214602389833415,0.6242038230800326,0.6252026865241738,0.6274903568684093,0.6242038230800326,0.8820536283714444,28.81544811172058,0
33.36,28.36,-58.96065794547666,0.9956035415870078,59.73621249522047,3584.1727497132283,13.908181502573031,0.6047035435901318,13.907674373327165,0.6046814944924854,14.0,0.6242042512006548,0.6214602217098896,0.6242037595147601,0.6252048660691054,0.6274902904035186,0.6242037595147601,0.8820536038548141,28.83308918404284,0
33.38,28.380000000000003,-58.99380616452157,0.9956036201634348,59.73621720980609,3584.1730325883655,13.908180960150057,0.6047035200065243,13.907676023432131,0.6046815662361796,14.0,0.6242041857843613,0.6214602045111202,0.6242036962243178,0.6252035456058359,0.6274902242252461,0.6242036962243178,0.8820535794441825,28.850730255875835,0
33.4,28.4,-59.0269537923958,0.9956036984001438,59.73622190400863,3584.173314240518,13.908180420072268,0.6047034965248813,13.90767766640302,0.6046816376696965,14.0,0.6242041206509013,0.6214601873867102,0.6242036332075163,0.6252028574462831,0.6274901583323549,0.6242036332075163,0.882053555139091,28.868371327221663,0
33.42,28.42,-59.060100831655234,0.9956037762986033,59.7362265779162,3584.173594674972,13.908179882329517,0.6047034731447616,13.90767930227067,0.604681708794377,14.0,0.6242040557990519,0.6214601703363382,0.6242035704631747,0.6252041169691458,0.6274900927236153,0.6242035704631747,0.8820535309390833,28.886012398082446,0
33.44,28.439999999999998,-59.09324728484469,0.9956038538602758,59.73623123161655,3584.173873896993,13.90817934691171,0.6047034498657265,13.907680931065793,0.6046817796115562,14.0,0.6242039912275957,0.621460153359684,0.624203507990113,0.6252022209055257,0.6274900273978006,0.624203507990113,0.8820535068437053,28.90365346846027,0
33.46,28.46,-59.12639315449801,0.9956039310866174,59.736235865197045,3584.1741519118227,13.9081788138088,0.6047034266873391,13.907682552818965,0.6046818501225637,14.0,0.6242039269353201,0.621460136456429,0.6242034457871597,0.6252039394892016,0.6274899623536913,0.6242034457871597,0.8820534828525044,28.921294538357234,0
33.480000000000004,28.480000000000004,-59.15953844313803,0.9956040079790778,59.73624047874467,3584.17442872468,13.908178283010775,0.6047034036091641,13.907684167560635,0.6046819203287233,14.0,0.6242038629210181,0.6214601196262557,0.6242033838531462,0.6252024228021718,0.6274898975900715,0.6242033838531462,0.8820534589650303,28.938935607775413,0
33.5,28.5,-59.192683153276725,0.9956040845391007,59.73624507234604,3584.174704340762,13.908177754507665,0.6047033806307681,13.907685775321115,0.6046819902313528,14.0,0.6242037991834877,0.6214601028688482,0.6242033221869085,0.6252031380396498,0.6274898331057309,0.6242033221869085,0.8820534351808345,28.956576676716868,0
33.52,28.520000000000003,-59.22582728741519,0.9956041607681231,59.73624964608739,3584.1749787652434,13.908177228289553,0.6047033577517197,13.907687376130585,0.6046820598317646,14.0,0.6242037357215322,0.6214600861838919,0.624203260787291,0.6252045190010447,0.6274897688994658,0.624203260787291,0.8820534114994703,28.974217745183672,0
33.54,28.54,-59.25897084804371,0.9956042366675764,59.73625420005458,3584.175252003275,13.908176704346555,0.6047033349715893,13.907688970019104,0.6046821291312654,14.0,0.6242036725339601,0.6214600695710736,0.6242031996531384,0.6252024049951113,0.6274897049700772,0.6242031996531384,0.8820533879204933,28.991858813177867,0
33.56,28.560000000000002,-59.29211383764181,0.9956043122388851,59.736258734333106,3584.1755240599864,13.908176182668837,0.6047033122899494,13.907690557016588,0.604682198131156,14.0,0.6242036096195852,0.6214600530300812,0.6242031387833051,0.6252033382461213,0.6274896413163702,0.6242031387833051,0.8820533644434606,29.009499880701508,0
33.58,28.58,-59.325256258678266,0.9956043874834681,59.73626324900809,3584.1757949404855,13.908175663246602,0.6047032897063741,13.907692137152832,0.6046822668327319,14.0,0.624203546977226,0.6214600365606043,0.6242030781766479,0.6252032062939615,0.6274895779371553,0.6242030781766479,0.8820533410679315,29.027140947756617,0
33.6,28.6,-59.35839811361123,0.9956044624027381,59.73626774416429,3584.1760646498574,13.908175146070107,0.6047032672204394,13.907693710457504,0.6046823352372828,14.0,0.6242034846057064,0.6214600201623337,0.6242030178320273,0.6252019364223224,0.6274895148312486,0.6242030178320273,0.8820533177934673,29.044782014345234,0
33.62,28.619999999999997,-59.39153940488818,0.9956045369981015,59.73627221988609,3584.176333193165,13.908174631129631,0.6047032448317231,13.907695276960132,0.6046824033460927,14.0,0.6242034225038555,0.6214600038349615,0.6242029577483115,0.6252037134035416,0.6274894519974723,0.6242029577483115,0.8820532946196309,29.06242308046936,0
33.64,28.64,-59.42468013494605,0.9956046112709585,59.7362766762575,3584.1766005754503,13.908174118415511,0.6047032225398048,13.907696836690128,0.6046824711604404,14.0,0.6242033606705071,0.621459987578181,0.6242028979243731,0.6252011407626515,0.6274893894346514,0.6242028979243731,0.882053271545987,29.080064146131022,0
33.660000000000004,28.660000000000004,-59.45782030621121,0.9956046852227035,59.73628111336221,3584.1768668017326,13.908173607918123,0.6047032003442662,13.907698389676773,0.6046825386815988,14.0,0.6242032991045003,0.6214599713916872,0.6242028383590879,0.6252041130868877,0.6274893271416169,0.6242028383590879,0.8820532485721028,29.097705211332205,0
33.68,28.68,-59.49095992109954,0.995604758854725,59.7362855312835,3584.1771318770097,13.908173099627877,0.6047031782446903,13.907699935949225,0.6046826059108359,14.0,0.6242032378046792,0.6214599552751762,0.6242027790513375,0.6252028114766377,0.6274892651172066,0.6242027790513375,0.8820532256975468,29.1153462760749,0
33.7,28.700000000000003,-59.5240989820165,0.9956048321684051,59.736289930104306,3584.1773958062586,13.90817259353523,0.6047031562406622,13.90770147553651,0.6046826728494135,14.0,0.624203176769893,0.6214599392283453,0.6242027200000088,0.6252021054375814,0.6274892033602609,0.6242027200000088,0.8820532029218896,29.132987340361097,0
33.72,28.72,-59.557237491357114,0.9956049051651202,59.736294309907215,3584.177658594433,13.908172089630687,0.604703134331769,13.907703008467525,0.6046827394985881,14.0,0.6242031159989956,0.6214599232508933,0.624202661203993,0.6252029889036983,0.6274891418696268,0.624202661203993,0.8820531802447035,29.15062840419276,0
33.74,28.740000000000002,-59.5903754515061,0.9956049778462408,59.736298670774445,3584.177920246467,13.908171587904782,0.6047031125175992,13.907704534771058,0.6046828058596112,14.0,0.6242030554908461,0.6214599073425201,0.6242026026621856,0.6252019851265085,0.6274890806441548,0.6242026026621856,0.8820531576655626,29.168269467571864,0
33.76,28.759999999999998,-59.62351286483781,0.9956050502131311,59.736303012787864,3584.178180767272,13.908171088348098,0.6047030907977434,13.907706054475753,0.6046828719337284,14.0,0.6242029952443084,0.6214598915029272,0.6242025443734895,0.6252018373830622,0.6274890196827022,0.6242025443734895,0.8820531351840433,29.185910530500358,0
33.78,28.78,-59.65664973371638,0.9956051222671499,59.73630733602899,3584.1784401617397,13.908170590951256,0.6047030691717937,13.90770756761015,0.6046829377221804,14.0,0.6242029352582514,0.6214598757318172,0.6242024863368065,0.6252026325188116,0.6274889589841289,0.6242024863368065,0.8820531127997232,29.203551592980197,0
33.8,28.799999999999997,-59.689786060495685,0.9956051940096496,59.736311640578975,3584.1786984347386,13.908170095704916,0.6047030476393442,13.907709074202645,0.6046830032262019,14.0,0.6242028755315487,0.6214598600288938,0.6242024285510516,0.6252018448869515,0.6274888985473017,0.6242024285510516,0.8820530905121823,29.22119265501331,0
33.82,28.82,-59.722921847519466,0.9956052654419774,59.73631592651864,3584.1789555911187,13.908169602599784,0.6047030261999906,13.907710574281523,0.6046830684470228,14.0,0.6242028160630791,0.6214598443938624,0.6242023710151363,0.6252033646659881,0.6274888383710917,0.6242023710151363,0.882053068321002,29.238833716601647,0
33.84,28.840000000000003,-59.75605709712129,0.9956053365654741,59.73632019392845,3584.179211635707,13.908169111626599,0.6047030048533304,13.907712067874959,0.6046831333858678,14.0,0.6242027568517259,0.6214598288264294,0.6242023137279803,0.6252018659795433,0.6274887784543746,0.6242023137279803,0.8820530462257659,29.25647477774712,0
33.86,28.86,-59.78919181162464,0.9956054073814748,59.73632444288849,3584.179466573309,13.908168622776145,0.6047029835989628,13.907713555010972,0.6046831980439553,14.0,0.6242026978963774,0.6214598133263025,0.6242022566885107,0.6252016359996952,0.6274887187960305,0.6242022566885107,0.8820530242260589,29.274115838451635,0
33.88,28.880000000000003,-59.822325993342986,0.9956054778913092,59.736328673478546,3584.179720408713,13.908168136039237,0.6047029624364886,13.907715035717493,0.6046832624224997,14.0,0.6242026391959266,0.6214597978931907,0.624202199895655,0.6252026516635473,0.6274886593949462,0.624202199895655,0.8820530023214681,29.291756898717114,0
33.9,28.9,-59.85545964457975,0.9956055480963008,59.73633288577805,3584.1799731466826,13.908167651406746,0.6047029413655107,13.907716510022318,0.6046833265227095,14.0,0.6242025807492716,0.6214597825268043,0.6242021433483467,0.6252003131246191,0.6274886002500123,0.6242021433483467,0.8820529805115822,29.309397958545443,0
33.92,28.92,-59.88859276762846,0.9956056179977676,59.736337079866054,3584.180224791963,13.908167168869564,0.6047029203856332,13.907717977953121,0.6046833903457879,14.0,0.6242025225553149,0.6214597672268547,0.6242020870455242,0.6252038692974591,0.627488541360122,0.6242020870455242,0.8820529587959917,29.32703901793852,0
33.94,28.939999999999998,-59.92172536477264,0.9956056875970218,59.73634125582131,3584.1804753492784,13.908166688418643,0.6047028994964627,13.907719439537459,0.604683453892933,14.0,0.624202464612964,0.6214597519930547,0.6242020309861314,0.6252012770114748,0.6274884827241769,0.6242020309861314,0.8820529371742889,29.34468007689822,0
33.96,28.96,-59.954857438286034,0.9956057568953702,59.73634541372221,3584.1807248233326,13.908166210044953,0.6047028786976066,13.907720894802775,0.6046835171653381,14.0,0.6242024069211309,0.6214597368251183,0.6242019751691142,0.6252018815841398,0.627488424341081,0.6242019751691142,0.882052915646068,29.362321135426427,0
33.980000000000004,28.980000000000004,-59.987988990432484,0.9956058258941136,59.73634955364682,3584.180973218809,13.908165733739517,0.6047028579886747,13.907722343776388,0.6046835801641908,14.0,0.6242023494787328,0.6214597217227609,0.6242019195934261,0.6252023488386734,0.6274883662097444,0.6242019195934261,0.8820528942109248,29.379962193525,0
34.0,29.0,-60.021120023466075,0.9956058945945473,59.73635367567284,3584.1812205403703,13.90816525949339,0.6047028373692779,13.907723786485494,0.6046836428906737,14.0,0.6242022922846906,0.6214597066856985,0.6242018642580234,0.6252008367869838,0.6274883083290803,0.6242018642580234,0.8820528728684566,29.39760325119579,0
34.02,29.020000000000003,-60.05425053963115,0.9956059629979611,59.736357779877665,3584.18146679266,13.908164787297673,0.6047028168390293,13.907725222957183,0.6046837053459645,14.0,0.6242022353379307,0.6214596917136493,0.6242018091618662,0.6252022827507177,0.6274882506980077,0.6242018091618662,0.8820528516182632,29.41524430844066,0
34.04,29.04,-60.087380541162325,0.9956060311056392,59.73636186633835,3584.181711980301,13.9081643171435,0.6047027963975435,13.907726653218422,0.6046837675312358,14.0,0.6242021786373843,0.621459676806332,0.6242017543039203,0.6252006271070469,0.6274881933154509,0.6242017543039203,0.8820528304599451,29.432885365261438,0
34.06,29.060000000000002,-60.120510030284606,0.9956060989188601,59.73636593513161,3584.1819561078964,13.90816384902204,0.6047027760444366,13.907728077296062,0.6046838294476549,14.0,0.6242021221819863,0.6214596619634665,0.6242016996831556,0.6252021119118938,0.6274881361803369,0.6242016996831556,0.8820528093931053,29.450526421659973,0
34.08,29.08,-60.1536390092133,0.9956061664388968,59.736369986333806,3584.1821991800284,13.90816338292451,0.6047027557793265,13.90772949521683,0.604683891096384,14.0,0.624202065970677,0.6214596471847744,0.6242016452985483,0.6252022211044915,0.627488079291599,0.6242016452985483,0.8820527884173482,29.468167477638072,0
34.1,29.1,-60.186767480154224,0.995606233667017,59.73637402002102,3584.182441201261,13.908162918842152,0.6047027356018327,13.907730907007357,0.6046839524785808,14.0,0.6242020100024008,0.6214596324699783,0.6242015911490755,0.6252008627348437,0.6274880226481738,0.6242015911490755,0.8820527675322802,29.48580853319757,0
34.12,29.119999999999997,-60.219895445303585,0.9956063006044827,59.73637803626897,3584.182682176138,13.908162456766258,0.6047027155115764,13.90773231269414,0.6046840135953974,14.0,0.6242019542761073,0.6214596178188017,0.62420153723372,0.6252016789978107,0.6274879662490045,0.62420153723372,0.882052746737509,29.503449588340263,0
34.14,29.14,-60.25302290684815,0.9956063672525506,59.736382035153035,3584.182922109182,13.908161996688152,0.6047026955081806,13.907733712303562,0.604684074447981,14.0,0.6242018987907498,0.6214596032309697,0.6242014835514718,0.6252011954976279,0.6274879100930363,0.6242014835514718,0.8820527260326444,29.521090643067968,0
34.160000000000004,29.160000000000004,-60.28614986696519,0.9956064336124717,59.7363860167483,3584.183161004898,13.9081615385992,0.6047026755912696,13.907735105861907,0.6046841350374742,14.0,0.6242018435452867,0.6214595887062083,0.6242014301013225,0.6252003145106992,0.6274878541792208,0.6242014301013225,0.8820527054172974,29.53873169738247,0
34.18,29.18,-60.31927632782257,0.995606499685492,59.73638998112952,3584.1833988677713,13.908161082490794,0.6047026557604693,13.907736493395332,0.6046841953650144,14.0,0.6242017885386809,0.621459574244245,0.6242013768822673,0.6252022843297598,0.6274877985065139,0.6242013768822673,0.8820526848910812,29.55637275128555,0
34.2,29.200000000000003,-60.35240229157882,0.9956065654728518,59.73639392837111,3584.1836357022667,13.908160628354374,0.6047026360154076,13.90773787492989,0.6046842554317343,14.0,0.6242017337698995,0.6214595598448079,0.6242013238933078,0.6252004199176312,0.627487743073875,0.6242013238933078,0.8820526644536101,29.574013804779,0
34.22,29.22,-60.385527760383084,0.9956066309757862,59.73639785854717,3584.18387151283,13.908160176181413,0.6047026163557137,13.90773925049151,0.6046843152387613,14.0,0.6242016792379144,0.6214595455076272,0.6242012711334483,0.6252020012108245,0.6274876878802694,0.6242012711334483,0.8820526441045008,29.591654857864576,0
34.24,29.240000000000002,-60.418652736375265,0.9956066961955248,59.73640177173149,3584.184106303889,13.908159725963428,0.6047025967810186,13.90774062010602,0.6046843747872183,14.0,0.6242016249417014,0.6214595312324332,0.6242012186016991,0.6252010678081287,0.6274876329246655,0.6242012186016991,0.8820526238433709,29.60929591054406,0
34.26,29.259999999999998,-60.45177722168597,0.995606761133292,59.73640566799752,3584.1843400798516,13.90815927769196,0.6047025772909548,13.907741983799134,0.6046844340782233,14.0,0.6242015708802412,0.6214595170189583,0.6242011662970733,0.6252003152772386,0.6274875782060365,0.6242011662970733,0.8820526036698404,29.626936962819187,0
34.28,29.28,-60.484901218436626,0.9956068257903069,59.73640954741841,3584.184572845105,13.908158831358591,0.6047025578851561,13.907743341596447,0.604684493112889,14.0,0.624201517052519,0.6214595028669354,0.6242011142185905,0.6252018812007079,0.6274875237233614,0.6242011142185905,0.8820525835835301,29.644578014691724,0
34.300000000000004,29.300000000000004,-60.518024728739476,0.9956068901677834,59.736413410067,3584.18480460402,13.908158386954948,0.6047025385632586,13.907744693523451,0.604684551892324,14.0,0.624201463457524,0.6214594887760989,0.6242010623652708,0.6251993448898299,0.6274874694756211,0.6242010623652708,0.8820525635840633,29.662219066163402,0
34.32,29.32,-60.55114775469761,0.9956069542669299,59.7364172560158,3584.185035360948,13.908157944472686,0.6047025193248994,13.907746039605529,0.6046846104176317,14.0,0.6242014100942501,0.6214594747461842,0.6242010107361416,0.6252025202065827,0.6274874154618031,0.6242010107361416,0.8820525436710642,29.67986011723595,0
34.34,29.340000000000003,-60.58427029840507,0.9956070180889498,59.736421085336985,3584.185265120219,13.90815750390349,0.604702500169717,13.907747379867947,0.6046846686899108,14.0,0.6242013569616952,0.6214594607769279,0.6242009593302342,0.6252006136638628,0.6274873616808987,0.6242009593302342,0.8820525238441591,29.697501167911106,0
34.36,29.36,-60.617392361946806,0.9956070816350414,59.736424898102484,3584.185493886149,13.908157065239104,0.6047024810973524,13.90774871433587,0.6046847267102552,14.0,0.6242013040588619,0.6214594468680679,0.6242009081465811,0.625200455485542,0.6274873081319022,0.6242009081465811,0.8820525041029758,29.715142218190575,0
34.38,29.380000000000003,-60.65051394739879,0.9956071449063973,59.73642869438384,3584.1857216630306,13.908156628471277,0.6047024621074468,13.907750043034346,0.6046847844797542,14.0,0.6242012513847568,0.6214594330193428,0.624200857184225,0.6252015020559152,0.6274872548138142,0.624200857184225,0.8820524844471436,29.73278326807608,0
34.4,29.4,-60.683635056827974,0.9956072079042058,59.73643247425235,3584.185948455141,13.908156193591815,0.6047024431996441,13.907751365988322,0.6046848419994922,14.0,0.624201198938391,0.6214594192304927,0.6242008064422053,0.6251999077261473,0.627487201725639,0.6242008064422053,0.8820524648762934,29.750424317569312,0
34.42,29.42,-60.716755692292416,0.995607270629649,59.736436237778946,3584.186174266737,13.908155760592553,0.6047024243735893,13.90775268322263,0.6046848992705491,14.0,0.6242011467187799,0.6214594055012589,0.6242007559195722,0.625200793195621,0.6274871488663851,0.6242007559195722,0.882052445390058,29.76806536667198,0
34.44,29.439999999999998,-60.74987585584123,0.9956073330839048,59.73643998503429,3584.1863991020573,13.908155329465362,0.6047024056289289,13.907753994762002,0.6046849562940001,14.0,0.6242010947249429,0.6214593918313833,0.6242007056153764,0.6252003053099572,0.6274870962350636,0.6242007056153764,0.8820524259880712,29.785706415385757,0
34.46,29.46,-60.78299554951473,0.9956073952681457,59.73644371608874,3584.1866229653247,13.908154900202153,0.604702386965311,13.907755300631061,0.6046850130709157,14.0,0.6242010429559041,0.6214593782206096,0.6242006555286722,0.625199798923924,0.627487043830693,0.6242006555286722,0.8820524066699691,29.803347463712342,0
34.480000000000004,29.480000000000004,-60.816114775344374,0.9956074571835388,59.73644743101233,3584.1868458607396,13.908154472794859,0.6047023683823852,13.907756600854317,0.6046850696023616,14.0,0.6242009914106912,0.6214593646686821,0.624200605658521,0.6252019820469966,0.6274869916522936,0.624200605658521,0.8820523874353888,29.820988511653397,0
34.5,29.5,-60.84923353535281,0.9956075188312468,59.73645112987481,3584.1870677924885,13.908154047235456,0.6047023498798024,13.907757895456182,0.6046851258893993,14.0,0.6242009400883365,0.6214593511753465,0.6242005560039847,0.6251994193243774,0.6274869396988907,0.6242005560039847,0.8820523682839695,29.838629559210588,0
34.52,29.520000000000003,-60.882351831554004,0.9956075802124267,59.7364548127456,3584.187288764736,13.908153623515961,0.6047023314572156,13.907759184460962,0.6046851819330853,14.0,0.6242008889878767,0.6214593377403491,0.6242005065641327,0.6252014467874085,0.6274868879695151,0.6242005065641327,0.882052349215351,29.856270606385586,0
34.54,29.54,-60.915469665953154,0.995607641328231,59.73645847969386,3584.1875087816315,13.908153201628412,0.6047023131142788,13.907760467892851,0.6046852377344718,14.0,0.6242008381083523,0.621459324363438,0.6242004573380358,0.6252005607726617,0.6274868364631997,0.6242004573380358,0.8820523302291758,29.873911653180027,0
34.56,29.560000000000002,-60.94858704054685,0.995607702179807,59.73646213078842,3584.1877278473053,13.908152781564892,0.6047022948506475,13.907761745775947,0.6046852932946064,14.0,0.6242007874488078,0.621459311044362,0.6242004083247696,0.6251996408466846,0.6274867851789818,0.6242004083247696,0.8820523113250874,29.89155269959557,0
34.58,29.58,-60.981703957322985,0.995607762768297,59.73646576609782,3584.1879459658694,13.908152363317514,0.6047022766659789,13.907763018134236,0.604685348614532,14.0,0.6242007370082925,0.621459297782871,0.624200359523415,0.625200954752497,0.6274867341159048,0.624200359523415,0.8820522925027308,29.909193745633846,0
34.6,29.6,-61.01482041826092,0.9956078230948385,59.73646938569031,3584.188163141419,13.908151946878428,0.6047022585599316,13.90776428499161,0.6046854036952873,14.0,0.6242006867858589,0.6214592845787161,0.6242003109330545,0.6251992368890902,0.6274866832730135,0.6242003109330545,0.8820522737617527,29.926834791296493,0
34.62,29.619999999999997,-61.04793642533139,0.995607883160564,59.73647298963384,3584.1883793780303,13.908151532239813,0.6047022405321658,13.907765546371845,0.6046854585379063,14.0,0.6242006367805644,0.6214592714316494,0.6242002625527767,0.6252005018913168,0.6274866326493583,0.6242002625527767,0.8820522551018012,29.944475836585124,0
