t_s,t_after_step_s,delta_rad,omega_pu,freq_hz,speed_rpm,Pm_mw,Pm_pu,Pe_mw,Pe_pu,Pe_demand_mw,valve_pu,P_fuel_pu,fsrn_pu,fsra_pu,fsrt_pu,fsr_pu,fuel_kg_s,cum_fuel_kg,active_branch
7.22,2.2199999999999998,-6.960167049280683,0.9911164129632668,59.46698477779601,3568.0190866677603,13.844681541868898,0.6019426757334303,13.813444672228604,0.600584550966461,14.0,0.6251068746901353,0.620070546029715,0.6253486287914726,0.6262858882711226,0.6287319105554657,0.6253486287914726,0.8800812033711358,5.77303073547786,0
7.24,2.24,-7.027129418615271,0.9911212699382018,59.46727619629211,3568.0365717775267,13.844901048913325,0.6019522195179706,13.81354666870224,0.6005889855957496,14.0,0.625141231980141,0.6200383989399985,0.6254143146090875,0.6263530487139164,0.6287953050206353,0.6254143146090875,0.8800355762250252,5.790631903273822,0
7.26,2.26,-7.094055060024939,0.9911261603789557,59.467569622737344,3568.054177364241,13.845315045158637,0.6019702193547234,13.81364936795807,0.6005934507807856,14.0,0.6251795591076625,0.6200108481414834,0.6254808742991976,0.6264195945072935,0.628859879253804,0.6254808742991976,0.8799964727067785,5.80823222376314,0
7.28,2.2800000000000002,-7.160943610277451,0.99113111333625,59.467866800175,3568.0720080105,13.845910742752364,0.6019961192501029,13.813753380061252,0.6005979730461414,14.0,0.6252214489282758,0.6199878396994207,0.6255479871262948,0.626486664529976,0.6289252967941265,0.6255479871262948,0.8799638162654947,5.825831826652863,0
7.3,2.3,-7.227794494998452,0.9911361557855337,59.468169347132026,3568.0901608279214,13.846675400215204,0.602029365226748,13.813859271496208,0.6006025770215743,14.0,0.6252665063779863,0.6199692986647146,0.6256153523342508,0.6265568027951102,0.6289912410090316,0.6256153523342508,0.8799375005240998,5.843430839820758,0
7.32,2.3200000000000003,-7.2946069443061825,0.9911413126471559,59.468478758829356,3568.108725529761,13.847596380390764,0.6020694078430767,13.813967565590275,0.6006072854604467,14.0,0.6253143494345588,0.6199551311480337,0.6256826890354885,0.6266219542467211,0.6290574150697369,0.6256826890354885,0.8799173922231828,5.861029388748231,0
7.34,2.34,-7.361380007887411,0.991146606812492,59.46879640874952,3568.127784524971,13.848661202935117,0.6021157044754399,13.814078743062334,0.6006121192635797,14.0,0.6253646099469086,0.6199452262808617,0.6257497360372043,0.6266899325566962,0.6291235418560611,0.6257497360372043,0.8799033340043627,5.8786275960105066,0
7.36,2.3600000000000003,-7.428112570499191,0.9911520591790306,59.469123550741834,3568.14741304451,13.849857594104565,0.6021677214828072,13.814193242759645,0.6006170975112889,14.0,0.6254169343677581,0.6199394581838739,0.6258162515802576,0.6267570255596024,0.6291893637725788,0.6258162515802576,0.879895147204053,5.896225580822591,0
7.38,2.38,-7.494803366793845,0.9911576886926473,59.46946132155884,3568.1676792935305,13.851173529950687,0.6022249360848125,13.814311462545595,0.6006222375019824,14.0,0.6254709843270146,0.6199376877988811,0.625882013002009,0.6268215557692762,0.6292546424786915,0.625882013002009,0.8798926344535849,5.913823458639167,0
7.4,2.4000000000000004,-7.561450995462222,0.9911635123945086,59.469810743670514,3568.1886446202307,13.852597274208273,0.6022868380090554,13.814433760284683,0.6006275547949862,14.0,0.6255264370829255,0.6199397645988411,0.6259468163486762,0.6268882203726032,0.6293191585596759,0.6259468163486762,0.8798955821062668,5.931421340804766,0
7.42,2.42,-7.6280539342345985,0.9911695454769289,59.470172728615736,3568.2103637169444,13.854117415389526,0.6023529311038924,13.814560455015508,0.6006330632615439,14.0,0.6255829859118069,0.6199455283667032,0.6260104759028441,0.6269499117907447,0.6293827111179289,0.6260104759028441,0.879903762762143,5.94901933425345,0
7.44,2.4400000000000004,-7.694610552493821,0.9911758013390267,59.4705480803416,3568.232884820496,13.85572289361462,0.6024227345049835,13.814691828119562,0.6006387751356331,14.0,0.6256403403090506,0.6199548106419657,0.6260728236988766,0.6270146371502424,0.6294451173277038,0.6260728236988766,0.8799169373211271,5.966617541254283,0
7.46,2.46,-7.761119125678452,0.9911822916523829,59.47093749914298,3568.2562499485784,13.857403030178688,0.6024957839208125,13.814828124700043,0.6006447010739149,14.0,0.6256982261886724,0.6199674363609439,0.6261337089483777,0.6270751324506619,0.62950621191735,0.6261337089483777,0.8799348573110749,5.984216059200604,0
7.48,2.4800000000000004,-7.827577847267325,0.9911890264253203,59.47134158551921,3568.2804951311527,13.859147547339214,0.6025716324930093,13.814969554931727,0.6006508502144229,14.0,0.6257563859089705,0.6199832251678267,0.6261929974651262,0.6271333966759831,0.6295658466242553,0.6261929974651262,0.8799572667485981,6.0018149804412015,0
7.5,2.5,-7.893984841302975,0.9911960140722723,59.47176084433634,3568.30565066018,13.860946587892691,0.6026498516475084,13.815116295517722,0.6006572302399009,14.0,0.6258145782679235,0.6200019927729642,0.6262505710419666,0.6271917969783486,0.6296238896101997,0.6262505710419666,0.8799839040669154,6.019414392149356,0
7.5200000000000005,2.5200000000000005,-7.960338174337699,0.9912032614866711,59.47219568920027,3568.3317413520163,13.862790730504654,0.602730031761072,13.815268491220095,0.600663847444352,14.0,0.6258725784015828,0.6200235522117833,0.6263063267888007,0.6272469908163977,0.6296802248301907,0.6263063267888007,0.8800145039026622,6.0370143762290525,0
7.54,2.54,-8.026635866307279,0.9912107741128349,59.47264644677009,3568.3587868062054,13.864671000924723,0.602811782648901,13.815426256369534,0.6006707067986754,14.0,0.6259301776114657,0.6200477149609479,0.6263601764741323,0.6273001147918592,0.629734751395891,0.6263601764741323,0.8800487986800835,6.05461500925488,0
7.5600000000000005,2.5600000000000005,-8.092875901331515,0.9912185560211055,59.47311336126633,3568.3868016759798,13.866578881273286,0.6028947339684038,13.815589676443217,0.6006778120192703,14.0,0.6259871831395073,0.6200742920271701,0.6264120458333737,0.627353629489277,0.6297873829068016,0.6264120458333737,0.8800865201564101,6.072216362443245,0
7.58,2.58,-8.159056237907564,0.9912266099850336,59.47359659910202,3568.415795946121,13.868506315721332,0.6029785354661449,13.815758809685706,0.6006851656385089,14.0,0.6260434178652815,0.6201030949417081,0.6264618738527662,0.6274019162253609,0.6298380467513645,0.6264618738527662,0.8801274008333743,6.089818501653142,0
7.6000000000000005,2.6000000000000005,-8.225174818131705,0.9912349375550398,59.474096253302385,3568.445775198143,13.870445713748582,0.6030628571195036,13.815933688655836,0.6006927690719929,14.0,0.6260987199770678,0.6201339366402197,0.626509612082822,0.6274511640199805,0.6298866834308854,0.626509612082822,0.8801711752060062,6.107421487413537,0
7.62,2.62,-8.291229576905016,0.9912435391370659,59.47461234822395,3568.476740893437,13.872389950887497,0.6031473891690217,13.816114321878384,0.6007006226903645,14.0,0.6261529425701059,0.6201666323146672,0.6265552239012495,0.6274955511724672,0.6299332458341749,0.6265552239012495,0.8802175809717647,6.125025374975314,0
7.640000000000001,2.6400000000000006,-8.357218450051759,0.9912524140665605,59.47514484399363,3568.508690639618,13.874332367132098,0.6032318420492216,13.816300695397771,0.6007087258868596,14.0,0.626205953226017,0.6202010001411592,0.6265986838161761,0.6275383142419924,0.6299776985443539,0.6265986838161761,0.8802663600635794,6.142630214385668,0
7.66,2.66,-8.423139382175147,0.9912615606840479,59.475693641042874,3568.5416184625724,13.876266763459197,0.6033159462373564,13.81649277436501,0.6007170771463047,14.0,0.6262576335490976,0.6202368619642471,0.626639976751667,0.6275808867395117,0.6300200171280366,0.626639976751667,0.88031725962109,6.1602360505825144,0
7.68,2.6799999999999997,-8.488990334089987,0.9912709764116747,59.47625858470048,3568.5755150820287,13.878187396087547,0.6033994520038064,13.816690504645171,0.6007256741150074,14.0,0.6263078786555567,0.6202740439192207,0.6266790973206234,0.6276173180510429,0.6300601874107027,0.6266790973206234,0.8803700328738858,6.1778429235074634,0
7.7,2.7,-8.554769288988492,0.9912806578214394,59.47683946928636,3568.6103681571817,13.880088969449135,0.6034821291064841,13.816893814250228,0.6007345136630534,14.0,0.6263565966820842,0.6203123769251727,0.6267160491736885,0.6276576846988825,0.6300982048154349,0.6267160491736885,0.8804244398413238,6.195450868234616,0
7.72,2.7199999999999998,-8.620474259208317,0.9912906007130357,59.47743604278214,3568.646162566928,13.881966627020548,0.6035637663921977,13.817102614973749,0.6007435919553804,14.0,0.6264037082052181,0.620351697211927,0.6267508442546517,0.6276899806008719,0.6301340736240757,0.6267508442546517,0.8804802480804107,6.213059915113833,0
7.74,2.74,-8.686103291228605,0.9913008001780356,59.47804801068214,3568.682880640928,13.883815941360618,0.6036441713635051,13.817316803738748,0.6007529045103803,14.0,0.6264491457164242,0.6203918466766344,0.6267835021826483,0.6277226151787343,0.6301678063404893,0.6267835021826483,0.8805372331919286,6.230670089926557,0
7.76,2.76,-8.751654471059487,0.9913112506708299,59.4786750402498,3568.720502414988,13.885632902519522,0.6037231696747618,13.817536264087428,0.6007624462646708,14.0,0.6264928530325571,0.620432673260611,0.6268140495683974,0.6277538063117987,0.6301994230047475,0.6268140495683974,0.8805951793552896,6.248281414052029,0
7.78,2.7800000000000002,-8.81712592876074,0.9913219460744204,59.479316764465224,3568.7590058679134,13.887413905315945,0.6038006045789542,13.81776086756283,0.6007722116331665,14.0,0.6265347847117794,0.6204740312354584,0.6268425193768227,0.6277805321708052,0.6302289505426796,0.6268425193768227,0.8806538797346348,6.265893904642929,0
7.8,2.8,-8.882515842360375,0.9913328797618693,59.479972785712164,3568.79836714273,13.889155736218282,0.6038763363573166,13.817990474999258,0.6007821945651851,14.0,0.6265749054847831,0.6205157814308628,0.6268689503296583,0.6278078307655888,0.6302564221528287,0.6268689503296583,0.8807131368021536,6.283507574808296,0
7.82,2.8200000000000003,-8.947822441710722,0.9913440446608693,59.48064267965216,3568.8385607791297,13.890855558466273,0.6039502416724466,13.818224937878256,0.6007923886034024,14.0,0.6266131896376387,0.620557791439865,0.6268933862759144,0.6278311316797418,0.6302818766679177,0.6268933862759144,0.8807727626294293,6.301122433802613,0
7.84,2.84,-9.013044011364158,0.9913554333089887,59.48132599853932,3568.879559912359,13.892510897642326,0.6040222129409707,13.818464099488763,0.600802786934294,14.0,0.6266496204507913,0.6205999357395655,0.6269158756502791,0.6278540867248991,0.6303053579911786,0.6269158756502791,0.8808325790587583,6.318738487219495,0
7.86,2.8600000000000003,-9.078178893519642,0.9913670379127583,59.4820222747655,3568.9213364859297,13.894119625680007,0.6040921576382612,13.818707796167926,0.6008133824420837,14.0,0.6266841895901246,0.6206420958036989,0.6269364708929338,0.6278752821978719,0.6303269145056868,0.6269364708929338,0.8808924178629304,6.336355737188712,0
7.88,2.88,-9.143225490183477,0.991378850399714,59.482731023982836,3568.96386143897,13.895679945047968,0.6041599976107812,13.818955858393995,0.6008241677562607,14.0,0.6267168965370945,0.6206841601459776,0.6269552279354407,0.6278922247429346,0.630346598538164,0.6269552279354407,0.8809521208067466,6.353974182575408,0
7.9,2.9000000000000004,-9.208182265099556,0.9913908624690784,59.4834517481447,3569.007104888682,13.897190372635498,0.6042256683754564,13.819208111850646,0.6008351352978542,14.0,0.6267477480210254,0.6207260243403022,0.6269722056987888,0.6279095367603825,0.6303644658400129,0.6269722056987888,0.8810115396757047,6.371593819180233,0
7.92,2.92,-9.273047745335782,0.9914030656411035,59.48418393846621,3569.0510363079725,13.898649722886173,0.6042891183863554,13.819464378463174,0.6008462773244858,14.0,0.6267767574444665,0.6207675910032601,0.6269874656025686,0.6279246230578283,0.6303805750787913,0.6269874656025686,0.8810705362511594,6.389214639939501,0
7.94,2.9400000000000004,-9.337820522412153,0.9914154513017206,59.48492707810323,3569.095624686194,13.90005709131928,0.6043503083182296,13.819724477336134,0.6008575859711363,14.0,0.6268039443399501,0.620808769739566,0.6270010711185499,0.6279365748637599,0.630394987370793,0.6270010711185499,0.8811289822328844,6.406836635124342,0
7.96,2.96,-9.402499253164601,0.9914280107447986,59.48568064468792,3569.140838681275,13.901411838119387,0.6044092103530169,13.819988225640772,0.6008690532887292,14.0,0.6268293338408881,0.620849477064982,0.6270130873466406,0.6279510655533965,0.6304077658372078,0.6270130873466406,0.8811867591296705,6.4244597925379665,0
7.98,2.9800000000000004,-9.46708266030822,0.9914407352139585,59.48644411283751,3569.1866467702507,13.902713570739856,0.604465807423472,13.820255439493128,0.6008806712823099,14.0,0.6268529561363811,0.6208896362936751,0.6270235805931024,0.627959039039388,0.630418975164514,0.6270235805931024,0.8812437580994507,6.442084097710258,0
8.0,3.0,-9.531569532639088,0.9914536159375281,59.487216956251686,3569.233017375101,13.903962128315948,0.604520092535476,13.820525934688092,0.6008924319429605,14.0,0.6268748459953468,0.6209291774108106,0.627032618015905,0.6279692317162054,0.6304286812261829,0.627032618015905,0.8812998797684672,6.459709534088937,0
8.02,3.0199999999999996,-9.59595872504271,0.991466644165025,59.4879986499015,3569.2799189940897,13.905157564586066,0.6045720680254811,13.820799527465525,0.6009043272811098,14.0,0.6268950422552916,0.620968036914692,0.6270402672530184,0.6279762663028847,0.6304369506939105,0.6270402672530184,0.8813550340072186,6.477336083226693,0
8.040000000000001,3.040000000000001,-9.660249158195668,0.9914798111981571,59.488788671889424,3569.3273203133654,13.906300132199817,0.6046217448782529,13.821076035161301,0.6009163493548392,14.0,0.6269135873652,0.6210061576452133,0.6270465961041816,0.6279812999330637,0.6304438506976578,0.6270465961041816,0.8814091396869761,6.494963724963636,0
8.06,3.0600000000000005,-9.724439818076444,0.9914931084201641,59.48958650520985,3569.375190312591,13.907390267056641,0.6046691420459409,13.821355276823446,0.6009284902966716,14.0,0.6269305269378999,0.6210434885963594,0.6270516722280898,0.6279879584446887,0.6304494485031477,0.6270516722280898,0.8814621244136625,6.512592437604642,0
8.08,3.08,-9.788529755226305,0.9915065273240169,59.490391639441015,3569.423498366461,13.908428572205054,0.6047142857480459,13.821637073804355,0.6009407423393198,14.0,0.626945909300325,0.6210799847033762,0.6270555628492333,0.6279892074422401,0.630453811200659,0.6270555628492333,0.8815139242257765,6.530222198091036,0
8.1,3.0999999999999996,-9.852518083856765,0.9915200595347093,59.49120357208256,3569.4722143249537,13.909415803946201,0.6047572088672262,13.821921250228897,0.600953097836039,14.0,0.6269597851151733,0.6211156066374133,0.627058334523694,0.6279944886899074,0.6304570054482489,0.627058334523694,0.8815644833029241,6.547852982166323,0
8.120000000000001,3.120000000000001,-9.916403980735062,0.9915336968337874,59.492021810027246,3569.5213086016347,13.910352856000989,0.6047979502609125,13.822207633509537,0.6009655492830234,14.0,0.6269722069557175,0.6211503205637166,0.6270600528803716,0.627994842995548,0.6304590971982285,0.6270600528803716,0.8816137536226165,6.565484764535579,0
8.14,3.1400000000000006,-9.980186683954708,0.9915474311771877,59.492845870631264,3569.5707522378757,13.911240746418763,0.6048365541921201,13.822496054720943,0.6009780893356932,14.0,0.6269832289656595,0.6211840979157001,0.6270607824294094,0.6279947728015698,0.6304601514833397,0.6270607824294094,0.8816616946396035,6.583117519018201,0
8.16,3.16,-10.04386549155125,0.9915612547137092,59.49367528282255,3569.620516969353,13.912080603574465,0.6048730697206289,13.822786348987893,0.6009907108255605,14.0,0.6269929064994512,0.62121691514792,0.6270605863628947,0.6279956123005274,0.6304602322017356,0.6270605863628947,0.8817082729352641,6.60075121869395,0
8.18,3.1799999999999997,-10.107439759958634,0.9915751598006096,59.49450958803658,3569.6705752821945,13.912873652924436,0.6049075501271494,13.8230783558128,0.6010034067744696,14.0,0.62700129579147,0.6212487534830524,0.6270595263835271,0.6279930369852939,0.6304594019278061,0.6270595263835271,0.881753461858486,6.618385836041887,0
8.2,3.1999999999999993,-10.170908902435054,0.9915891390163476,59.495348340980854,3569.7209004588512,13.913621205003873,0.6049400523914727,13.8233719193433,0.6010161704062305,14.0,0.6270084536631575,0.6212795986683096,0.6270576625620519,0.6279913903158157,0.6304577217521069,0.6270576625620519,0.881797241179941,6.636021343072271,0
8.22,3.2200000000000006,-10.23427238730693,0.9916031851728461,59.496191110370766,3569.771466622246,13.914324642950172,0.6049706366500075,13.82366688862977,0.601028995157816,14.0,0.6270144372241744,0.6213094407127034,0.6270550531980491,0.6279890412290493,0.630455251126971,0.6270550531980491,0.8818395967191764,6.653657711451264,0
8.24,3.24,-10.297529736186183,0.9916172913245777,59.497037479474656,3569.8222487684793,13.91498541145171,0.6049993657152917,13.823963117816131,0.6010418746876579,14.0,0.627019303616289,0.621338273635935,0.6270517547127938,0.627984196811292,0.6304520477428649,0.6270517547127938,0.8818805199882089,6.671294912618338,0
8.26,3.26,-10.360680522133384,0.9916314507767021,59.49788704660213,3569.8732227961277,13.915605005934811,0.6050263046058614,13.824260466310745,0.6010548028830759,14.0,0.6270231097670644,0.6213660952154987,0.6270478215512776,0.6279833370892005,0.6304481674161415,0.6270478215512776,0.8819200078325823,6.688932917896546,0
8.28,3.2799999999999994,-10.423724367684864,0.9916456570913478,59.49873942548086,3569.924365528852,13.916184962132974,0.605051520092738,13.824558798918305,0.6010677738660133,14.0,0.6270259121600815,0.6213929067267607,0.6270433061019268,0.6279756857432451,0.6304436639942328,0.6270433061019268,0.8819580620624548,6.7065716985954955,0
8.3,3.3000000000000007,-10.48666094297475,0.9916599040920631,59.49959424552378,3569.975654731427,13.916726846893019,0.6050750802996965,13.824857985933326,0.6010807819971011,14.0,0.6270277666379187,0.6214187127030026,0.6270382586356634,0.6279722347888513,0.6304385892812285,0.6270382586356634,0.8819946891120228,6.724211226107242,0
8.32,3.3200000000000003,-10.549489963679497,0.9916741858673284,59.5004511520397,3570.0270691223823,13.917232248764007,0.6050970542940873,13.825157903213896,0.6010938218788651,14.0,0.627028728205993,0.62144352067949,0.6270327272529909,0.6279663701538377,0.6304329929722788,0.6270327272529909,0.8820298996762723,6.741851471995124,0
8.34,3.34,-10.612211189049773,0.9916884967722294,59.501309806333765,3570.078588380026,13.917702769809173,0.6051175117308336,13.825458432216816,0.6011068883572529,14.0,0.6270288508687382,0.6214673409568664,0.6270267578504247,0.6279591307884445,0.6304269226077878,0.6270267578504247,0.8820637083751571,6.759492408075638,0
8.36,3.3599999999999994,-10.674824419914106,0.9917028314291219,59.502169885747314,3570.130193144839,13.918140017800797,0.6051365225130781,13.82575946001156,0.6011199765222417,14.0,0.6270281874782737,0.6214901863664667,0.6270203940968816,0.6279539314130326,0.6304204235386002,0.6270203940968816,0.8820961334205027,6.777134006493594,0
8.38,3.380000000000001,-10.737329496594374,0.9917171847271186,59.503031083627114,3570.181865017627,13.918545598658195,0.6051541564633998,13.826060879269493,0.6011330817073692,14.0,0.6270267895937085,0.6215120720315072,0.6270136774212212,0.6279458889184001,0.6304135389025725,0.6270136774212212,0.8821271962770579,6.794776239790571,0
8.4,3.4000000000000004,-10.79972629699991,0.9917315518203127,59.503893109218765,3570.233586553126,13.918921110181454,0.6051704830513676,13.826362588226567,0.6011461994881117,14.0,0.627024707371222,0.6215330151556769,0.6270066470140504,0.6279393482429648,0.6304063096168101,0.6270066470140504,0.8821569213624368,6.812419080966966,0
8.42,3.42,-10.862014734545786,0.9917459281252903,59.50475568751742,3570.285341251045,13.919268135469466,0.6051855711073681,13.826664490631098,0.6011593256796129,14.0,0.6270219894520084,0.621553034795206,0.6269993398352053,0.6279324209710608,0.6303987743754632,0.6269993398352053,0.88218533572361,6.8300625035378255,0
8.44,3.4399999999999995,-10.92419475624351,0.9917603093174173,59.50561855904504,3570.3371135427024,13.91958823759921,0.60519948859127,13.826966495665767,0.6011724563332942,14.0,0.6270186828800667,0.621572151657646,0.6269917906350306,0.6279236542215819,0.6303909696626978,0.6269917906350306,0.8822124687513093,6.847706481582574,0
8.46,3.460000000000001,-10.986266340755657,0.991774691326646,59.50648147959876,3570.388888775926,13.91988295440602,0.6052123023654792,13.827268517859565,0.6011855877330246,14.0,0.6270148330245101,0.6215903878992469,0.6269840319801847,0.6279188778230506,0.6303829297705452,0.6269840319801847,0.8822383518924388,6.865350989789013,0
8.48,3.4800000000000004,-11.048229496463868,0.991789070332237,59.50734421993422,3570.440653196053,13.92015379385864,0.6052240779938539,13.827570476976977,0.6011987163903033,14.0,0.6270104835184873,0.621607766930041,0.6269760942904493,0.6279083576019224,0.6303746868282053,0.6269760942904493,0.8822630183734266,6.882996003491671,0
8.5,3.5,-11.110084259663621,0.991803442757155,59.508206565429305,3570.4923939257583,13.920402230078146,0.6052348795686151,13.827872297900258,0.6012118390391417,14.0,0.6270056762119801,0.6216243132357184,0.6269680058798717,0.6279006731503177,0.6303662708370411,0.6269680058798717,0.8822865029474078,6.900641498704879,0
8.52,3.5199999999999996,-11.17183069270963,0.9918178052616531,59.50906831569918,3570.544098941951,13.920629699581244,0.6052447695470107,13.828173910494716,0.601224952630205,14.0,0.6270004511329144,0.6216400521985724,0.6269597930056265,0.6278931131481977,0.6303577097130258,0.6269597930056265,0.882308841640089,6.918287452150754,0
8.540000000000001,3.540000000000001,-11.233468882250074,0.9918321547363679,59.50992928418207,3570.5957570509245,13.920837598110275,0.6052538086134902,13.828475249463725,0.6012380543245098,14.0,0.6269948464618006,0.62165500993188,0.6269514799224973,0.6278833058247385,0.630349029335824,0.6269514799224973,0.8823300715146789,6.935933841282303,0
8.56,3.5600000000000005,-11.294998937572604,0.9918464882952489,59.510789297714936,3570.647357862896,13.92102727797434,0.6052620555641017,13.828776254200228,0.6012511414869665,14.0,0.6269888985168945,0.6216692131285869,0.6269430889399386,0.627876458492221,0.6303402536016709,0.6269430889399386,0.8823502304571242,6.95358064430202,0
8.58,3.58,-11.356420988849399,0.9918608032675399,59.51164819605239,3570.6988917631434,13.92120004549583,0.6052695671954709,13.829076868618339,0.6012642116790582,14.0,0.6269826417460317,0.6216826889040529,0.6269346404877669,0.6278663879262313,0.6303314044835066,0.6269346404877669,0.8823693569529147,6.9712278401761205,0
8.6,3.5999999999999996,-11.41773518566378,0.9918750971902398,59.51250583141439,3570.750349884863,13.92135715928475,0.6052763982297718,13.829377040995038,0.6012772626519581,14.0,0.626976108731778,0.6216954646693077,0.6269261531793491,0.6278596172181607,0.6303225020921726,0.6269261531793491,0.8823874899071914,6.988875408644721,0
8.620000000000001,3.620000000000001,-11.478941695362414,0.9918893677994779,59.51336206796867,3570.80172407812,13.921499828414612,0.605282601235418,13.829676723789035,0.6012902923386537,14.0,0.6269693302000108,0.6217075679906658,0.6269176438841871,0.6278512786352184,0.6303135647439073,0.6269176438841871,0.8824046684454946,7.006523330228249,0
8.64,3.6400000000000006,-11.54004070165835,0.9919036130223445,59.51421678134067,3570.8530068804403,13.921629211324934,0.605288226579345,13.829975873469236,0.6013032988464885,14.0,0.6269623350400491,0.6217190264765358,0.6269091277979706,0.6278415153597208,0.6303046090291087,0.6269091277979706,0.8824209317531098,7.024171586230234,0
8.66,3.66,-11.601032403208558,0.9919178309683323,59.515069858099935,3570.9041914859963,13.921746414834459,0.6052933223841069,13.83027445033498,0.6013162804493469,14.0,0.6269551503287192,0.6217298676639337,0.6269006185162803,0.627833752049661,0.6302956498832158,0.6269006185162803,0.8824363189139937,7.041820158736905,0
8.68,3.6799999999999997,-11.661917012246251,0.9919320199205311,59.51592119523187,3570.955271713912,13.921852493501083,0.6052979345000471,13.830572418331153,0.6013292355796154,14.0,0.6269478013621615,0.6217401189134772,0.6268921281111527,0.6278251206066872,0.6302867006611362,0.6268921281111527,0.8824508687617363,7.059469030613662,0
8.700000000000001,3.700000000000001,-11.722694753331814,0.9919461783270692,59.51677069962415,3571.006241977449,13.921948449314506,0.605302106491935,13.830869744868455,0.6013421628203676,14.0,0.6269403116927126,0.621749807317296,0.6268836672061157,0.6278156513250943,0.6302777732113162,0.6268836672061157,0.8824646197488556,7.077118185498769,0
8.72,3.7200000000000006,-11.783365862141647,0.9919603047924709,59.51761828754825,3571.0570972528953,13.922035231587351,0.6053058796342327,13.831166400641887,0.6013550608974734,14.0,0.6269327031698593,0.6217589596123549,0.626875245052321,0.6278096017656428,0.6302688779507463,0.626875245052321,0.8824776098237763,7.094767607794495,0
8.74,3.74,-11.843930584286177,0.9919743980686945,59.518463884121665,3571.1078330473,13.92211373713697,0.6053092929189987,13.831462359442586,0.6013679286714168,14.0,0.62692499598823,0.621767602099901,0.6268668696080439,0.6277994286617193,0.6302600239431351,0.6268668696080439,0.8824898763164978,7.112417282655898,0
8.76,3.76,-11.904389174281054,0.9919884570469409,59.51930742281645,3571.158445368987,13.922184810659346,0.6053123830721454,13.831757597985762,0.6013807651298158,14.0,0.626917208735394,0.6217757605784705,0.626858547611712,0.6277927469410359,0.6302512189726046,0.626858547611712,0.8825014558435098,7.130067195977497,0
8.78,3.7799999999999994,-11.964741894486908,0.9920024807488217,59.5201488449293,3571.208930695758,13.922249245332683,0.6053151845796818,13.832052095725256,0.601393569379359,14.0,0.6269093584470424,0.6217834602779793,0.6268502846609909,0.6277838297780254,0.6302424696217882,0.6268502846609909,0.8825123842142455,7.147717334378074,0
8.8,3.8000000000000007,-12.024989014184623,0.9920164683182192,59.52098809909315,3571.259285945589,13.922307783587172,0.6053177297211814,13.832345834682604,0.6014063406383741,14.0,0.6269014606619068,0.6217907258058557,0.6268420852860265,0.6277749394421183,0.6302337813458864,0.6268420852860265,0.8825226963546262,7.165367685183764,0
8.82,3.8200000000000003,-12.085130808682377,0.9920304190130992,59.52182514078595,3571.309508447157,13.922361118035033,0.6053200486102188,13.832638799275085,0.6014190782293515,14.0,0.6268935294798373,0.6217975810978024,0.6268339530233716,0.6277685714904956,0.6302251585470174,0.6268339530233716,0.8825324262371768,7.183018236409682,0
8.84,3.84,-12.145167558453595,0.9920443321971928,59.52265993183157,3571.3595959098943,13.922409892604355,0.6053221692436676,13.83293097614105,0.60143178157135,14.0,0.6268855776242587,0.6218040493738053,0.62682589049138,0.6277580904480581,0.6302166046494991,0.62682589049138,0.8825416068185877,7.200668976740239,0
8.86,3.8599999999999994,-12.205099548430411,0.992058207332766,59.523492439965956,3571.4095463979575,13.922454703701264,0.6053241175522289,13.833222353988084,0.601444450173395,14.0,0.6268776164999386,0.621810153105752,0.6268178994560167,0.6277535727067101,0.6302081221684672,0.6268178994560167,0.8825502699937557,7.218319895508362,0
8.88,3.880000000000001,-12.26492706721507,0.9920720439723425,59.52432263834055,3571.459358300433,13.92249610163634,0.6053259174624497,13.833512923419192,0.6014570836269214,14.0,0.6268696562604956,0.6218159139831555,0.6268099809063105,0.6277439141405253,0.6301997127838748,0.6268099809063105,0.8825584465471337,7.235970982673772,0
8.9,3.9000000000000004,-12.324650406490504,0.9920858417519663,59.52515050511798,3571.509030307079,13.92253459200184,0.6053275909566017,13.833802676791295,0.6014696815996216,14.0,0.6268617058677243,0.6218213528925807,0.62680213511609,0.6277360428476982,0.6301913774060801,0.62680213511609,0.8825661661235311,7.253622228800478,0
8.92,3.92,-12.384269860385782,0.992099600383828,59.525976023029685,3571.558561381781,13.9225706372353,0.6053291581406651,13.83409160806039,0.6014822438287126,14.0,0.6268537731571997,0.6218264898966892,0.6267943617115951,0.6277294595941463,0.6301831162433802,0.6267943617115951,0.8825734571983718,7.271273625033697,0
8.94,3.9399999999999995,-12.443785724927428,0.9921133196494158,59.52679917896495,3571.607950737897,13.922604658247728,0.6053306373151186,13.834379712637734,0.6014947701146841,14.0,0.6268458649025698,0.6218313442206161,0.6267866597345046,0.6277204601202266,0.6301749288668559,0.6267866597345046,0.8825803470583571,7.2889251630762635,0
8.96,3.960000000000001,-12.50319829756175,0.9921269993932222,59.52761996359334,3571.6571978156003,13.922637036037077,0.6053320450450903,13.834666987257668,0.6015072603155508,14.0,0.6268379868768496,0.6218359342433747,0.6267790276999862,0.6277137326059278,0.6301668142708976,0.6267790276999862,0.8825868617892675,7.306576835164741,0
